0.40218598	0.04250512	1.9279861	0.52977437	0.21207869	0.37525946	0.66093016	1.3599916	-0.5557602	0.91288555	0.52080953	-1.558086	-0.9423105	1.4473648	-0.34578776	0.07078518	0.045028836	0.5438362	-0.8518725	-0.36101922	2.3227146	-0.74802893	0.65156174	-1.1791003	2.3714066	-0.580726	0.25006938	-0.22940843	-0.7835733	-0.104821675	-0.1871811	-0.29193303	0.51575154	-0.69428223	-0.21200521	-0.6662546	1.1467698	0.070315115	1.0680207	-0.47271007	0.11531051	-0.20720333	-1.1278807	0.16268966	0.07958568	2.0851738	-0.68807083	-0.04485081	0.34472856	0.656046
-0.4691036	2.5807061	0.7484836	2.6597135	1.7713587	-0.28536683	1.929554	1.449484	-0.1678017	1.6573371	-0.20898719	-2.9820385	1.0162774	3.7329137	-0.1131447	0.21956009	-0.029629532	1.6665963	-0.7739235	1.0674497	0.11931965	0.49273378	-0.45295402	-1.4479852	2.4563897	-1.2276359	2.277614	-0.43358728	-0.22777179	-0.9072273	-0.2630107	-1.2343456	1.6298343	1.9327356	-1.2312381	0.0012784895	2.6461723	0.8224072	1.1074727	1.2910163	2.1753569	0.48273703	-0.3175978	-0.93873805	3.6950214	1.1712191	-2.996844	0.3859341	-2.187002	0.008491945
0.59327304	2.6579752	0.51847655	2.0368066	0.213258	-0.3263715	0.56095076	2.8193004	-0.23699826	-1.5748323	0.36846888	-0.93376666	0.22410391	2.0884666	0.99197704	0.1761985	-0.010151407	1.1206748	-2.374551	1.4258499	-1.6736945	-0.74942786	0.03203606	-1.7650329	1.0166401	-0.6559657	0.34220034	1.0017428	0.3703215	0.67714256	1.7487272	-1.2813842	1.2524563	-0.5110681	-0.6267414	1.188016	2.031182	1.0269188	1.4343811	0.8416853	2.62007	-0.7953682	-1.2974448	-0.79286325	1.5701889	1.5236257	0.8624846	-0.2885565	-1.4308358	-0.051702715
1.3236985	-0.57618743	-0.063923	0.6538032	-0.026119614	-0.83078283	0.44956508	3.3794556	-1.3296736	-0.43737516	-0.09461409	-0.8934635	-0.2805046	0.2854195	1.6127166	0.08016834	1.6019171	-0.9734292	-0.6775714	0.28449267	0.7266188	-1.2433081	1.1962323	-1.580126	0.122586474	-0.17228454	-1.1178036	1.352654	-0.17208266	-1.9505528	-2.1681542	-0.124750756	0.6587758	-0.19629791	-1.3980646	1.5504637	1.164592	-1.5245073	-0.15971345	-0.7573736	2.141647	0.5484616	-1.1427468	-2.148121	2.5479982	0.3369071	-0.38635036	-0.49818745	-3.2612906	0.80134857
0.9597732	1.8723214	2.0567007	2.1976516	0.9189177	-0.21276067	0.73225045	1.4044329	-2.0837674	2.79878	0.17376864	-3.9623165	3.076276	3.357538	2.6490357	0.40366587	0.27114856	1.4525722	-1.3449858	-0.59529024	-0.3588014	-1.0081106	0.04159807	-2.3982623	1.7450761	-0.5391397	1.3311871	-0.7774834	-1.3709733	-0.8787072	1.6851597	-2.2271223	-0.48157355	0.7018429	-1.8921683	-1.202289	1.6592898	3.871124	2.7636435	-0.48583707	1.5668184	0.9187737	-0.52821875	0.6312737	2.2368603	1.8193595	-0.6327375	2.0679314	-1.9527996	-1.0179579
1.1069312	0.41239616	-0.2651553	-0.74710846	-0.081942715	-0.37799782	1.1861651	-0.26460823	-0.44773042	-0.2856471	-1.1054527	-2.7920506	2.0266173	1.5480524	-1.3958876	0.81616855	2.0187745	1.593022	0.30322716	-0.71855277	0.21381165	0.47353277	1.1720395	2.124023	1.9909586	1.7216424	0.30831012	0.1703114	-0.33393496	-0.61039335	0.6237949	0.45390385	0.6232104	-0.28266954	0.5335972	0.27470064	0.38364944	-0.4491008	1.6031107	-0.110711046	1.2702153	1.0531052	-0.3350036	-0.65974385	1.1658664	3.022157	0.93024534	0.89275074	1.7626003	-0.3241752
0.21587119	4.8539634	0.81323886	2.0735161	0.14422123	-1.9959801	1.8060284	2.8044825	-0.6809597	0.7698096	1.3124712	-2.200512	3.2358427	2.7224505	2.2106998	-1.0300806	1.1880642	0.18406688	-2.400917	-0.31135646	-1.0035704	-1.79002	0.37929663	0.7247676	-1.1582503	0.75884604	-0.08080199	-0.21480437	-0.87560254	-1.4495668	0.180568	-0.97773117	1.2132363	1.0648191	-0.4326094	-0.50998414	2.0437844	1.1687917	-1.5104294	1.1380098	3.0252068	1.1890028	-0.6160479	-1.3984725	1.1448154	1.2183074	-1.409439	-1.9399045	-1.932944	-1.7157091
2.5177283	0.36676234	-1.5943784	0.30137727	-1.2181728	-2.13025	1.9860473	2.5948527	0.34990147	-2.6492605	-0.77169824	-0.56767684	3.897029	0.034434546	0.41942674	0.15433776	1.5689411	0.8973353	-0.052419126	-0.5882975	-0.24045835	-0.4339653	-0.45745775	-0.2784601	1.0955932	0.8953598	-0.7958447	2.1111557	-0.90004885	-1.6893572	-1.2052454	1.5323536	1.1024998	0.40451744	-0.88915604	0.49554574	3.4652784	1.1831926	0.2683863	-0.9462378	0.75083	-0.775139	-1.1300261	-2.7335708	3.6752946	2.0027523	0.02639061	1.0877876	-2.3181362	-2.0388727
-0.012765785	-1.325574	-0.7640534	0.20082721	0.114825636	-0.19311434	-1.1446936	2.557587	-1.306321	-2.1036868	0.43890187	0.7615817	-1.5876331	0.9519033	-0.96259594	0.5642082	0.6302748	0.44417685	-1.2913433	-0.78465813	2.2007527	-0.07456149	0.5306116	-0.75534284	-0.12067575	-2.3786933	-1.4381996	0.5299067	-1.6714394	-1.7772225	-2.9185095	-0.1738284	0.68184024	-1.7237071	-0.82424116	1.8559157	-0.10188111	-0.13471562	-0.8745843	-0.1303211	1.8361291	-0.11480278	-2.5862613	-1.4848588	2.472047	-0.14735506	0.3648462	-0.008553575	-2.456892	0.55099946
0.12352196	-0.8505533	-1.3640673	-1.8813215	2.2890837	-2.8158343	1.8542181	-1.5615638	-1.5239183	0.5654834	-2.9777727	-1.8926712	1.9617342	-0.74297684	-2.6342263	-0.96231353	0.70630765	0.9312742	-0.69389725	1.1602614	-0.36430043	1.0585707	-0.7461876	0.97154087	1.2234328	-0.16508833	-0.36730355	-0.34107715	0.55162996	0.53840965	1.2012298	-0.016288476	-2.6998146	-0.035896614	-1.4324989	-0.2152779	2.206395	2.7440934	-0.2654032	0.85804015	1.7097727	-3.2787263	1.2209914	1.9984864	1.2448027	1.4217862	1.8544039	1.9044875	5.8600373	-0.92478895
0.9137458	1.1660329	-2.2130334	-1.1858866	1.2022922	-0.042611975	0.85719234	2.0449574	0.7152918	-1.1374712	-2.1971493	-1.9869503	1.4934896	0.3744944	-2.245074	-1.3010107	2.4869878	2.3528388	-1.7570438	1.8642231	-1.7536267	-0.18383676	1.615902	0.5118708	0.018551124	-0.9028957	0.65052927	1.5698763	-0.5746752	-0.036457326	0.46325308	-0.8627186	0.2019924	-0.21428338	-0.015163629	1.514563	2.9634771	-0.49457502	1.1596944	1.3364576	2.8777387	-0.35297558	-0.43288663	-1.2788037	2.558451	0.2099536	-0.18532358	1.5065494	1.1611923	-0.43292812
-0.8792125	0.20487142	1.3566587	1.3228937	0.49057797	0.96214646	0.27520606	-0.42312217	-0.22464927	3.188249	1.222326	-2.0521863	-0.7370496	0.26566744	-1.0458913	1.4322585	0.19465023	0.2781893	0.39201173	-1.9880307	1.3393782	1.2220408	-0.03521286	-1.2553902	0.8873071	-1.0003681	0.6343562	0.3942136	-1.7790467	0.9166022	1.8572446	-1.2083732	0.18095836	0.24351853	-0.033056077	-0.09957118	-0.6622437	0.3849082	-0.34721896	-0.93210846	0.32566375	0.03041879	0.24672525	0.8393902	1.9030234	1.8090456	0.1595149	1.2724594	0.41996717	0.23647013
